,Lesezeichen,Arbeitsvorgang,AVO-Kurztext,AVO-Langtext,Vorgänge,Teile pro Vorgang,VD-Wert,VD-Kurztext,label,Lfd.Nr.,Beschreibung,Langcode,Kurzcode,tg,A,H,T,n (Wert),tg*n
499,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D06/2008KV/4PZ21452/21452AB:8WK,8WK: 21452AB,Kontermutter an Spurstangen links lösen,EDS aufnehmen auf Kontermutter links setzen und lösen Schlüssel von Mutter nehmen und von Hand zurückdrehen.,1.0,1.0,4PZ21452,Einstellung Fahrwerk unten,2.0,6,von Mutter,3000PA1....6,PA1,0.006,1.0,1.0,1,1.0,0.006
500,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D06/2008KV/4PZ21452/21452AB:8WK,8WK: 21452AB,Kontermutter an Spurstangen links lösen,EDS aufnehmen auf Kontermutter links setzen und lösen Schlüssel von Mutter nehmen und von Hand zurückdrehen.,1.0,1.0,4PZ21452,Einstellung Fahrwerk unten,2.0,7,Mutter,3000AA2....6,AA2,0.0209999999999999,1.0,1.0,1,1.0,0.0209999999999999
501,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D06/2008KV/4PZ21452/21452AB:8WK,8WK: 21452AB,Kontermutter an Spurstangen links lösen,EDS aufnehmen auf Kontermutter links setzen und lösen Schlüssel von Mutter nehmen und von Hand zurückdrehen.,1.0,1.0,4PZ21452,Einstellung Fahrwerk unten,2.0,8,zurückdrehen,3000ZB1....6,ZB1,0.006,6.0,1.0,1,6.0,0.036
502,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D06/2008KV/4PZ21452/21452WN:8WK,8WK: 21452WN,Laufweg 12 Meter zum nächsten Unterflurstand FWE (PZ122),- Gehen 12 Meter (Durchschnittswert) zum nächsten Unterflurstand FWE. ,1.0,1.0,4PZ21452,Einstellung Fahrwerk unten,2.0,1, Gehen 12 Meter (Durchschnittswert) zum nächsten Unterflurstand FWE.,3000KA.....6,KA,0.015,12.0,1.0,1,12.0,0.18
503,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D06/2008KV/4PZ21452/21452AW:8WK,8WK: 21452AW,Laufweg (4 Stufen) in Spurstand für Fahrwerkeinstellung,"Wenn ""Ampel grün"":  - Gehen 4 Stufen in Spurstand (Unterflur) für Fahrwerkeinstellung",1.0,1.0,4PZ21452,Einstellung Fahrwerk unten,2.0,1,"Visuelle Kontrolle ob ""Ampel grün""",3000VA.....6,VA,0.009,1.0,1.0,1,1.0,0.009
504,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D06/2008KV/4PZ21452/21452AW:8WK,8WK: 21452AW,Laufweg (4 Stufen) in Spurstand für Fahrwerkeinstellung,"Wenn ""Ampel grün"":  - Gehen 4 Stufen in Spurstand (Unterflur) für Fahrwerkeinstellung",1.0,1.0,4PZ21452,Einstellung Fahrwerk unten,2.0,2,Gehen 4 Stufen hoch,3000KA.....6,KA,0.015,4.0,1.0,1,4.0,0.06
505,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/D/D06/2008KV/4PZ21452/21452FW:8WK,8WK: 21452FW,Laufweg (4 Stufen) aus Spurstand nach Fahrwerkeinstellung,- Gehen 4 Stufen runter aus Spurstand (Unterflur) nach Spureinstellung VA.,1.0,1.0,4PZ21452,Einstellung Fahrwerk unten,2.0,1,Gehen 4 Stufen runter,3000KA.....6,KA,0.015,4.0,1.0,1,4.0,0.06
506,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320BA:8WK,8WK: 58320BA,GEN - Teilenummer Generator lesen,VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: 059 903 017*/018* Generator Die Arbeitsfolge beinhaltet das Lesen der Pickliste und des Behälters  geplanter B10 Prozess: s.o.,1.0,1.0,4PZ58320,Kommissionierung Generator,3.0,1,Pickliste lesen (9 - 12´stellig),LO-TAB,LO-TAB,0.036,1.0,1.0,1,1.0,0.036
507,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320BA:8WK,8WK: 58320BA,GEN - Teilenummer Generator lesen,VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: 059 903 017*/018* Generator Die Arbeitsfolge beinhaltet das Lesen der Pickliste und des Behälters  geplanter B10 Prozess: s.o.,1.0,1.0,4PZ58320,Kommissionierung Generator,3.0,2,Auftrag / Teilenummer lesen (9 - 12´stellig),3000BA2....5,BA2,0.036,1.0,1.0,1,1.0,0.036
508,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320AD:8WK,8WK: 58320AD,GEN - KommWagen durch Pickzone 10m schieben,"VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: 2x Betätigen Bremse 2x lösen Zeiten anteilig für 8 Teile Wagen im Seq. Bereich schieben (2x5m)   geplanter B10 Prozess: grundsätzlich s.o. jedoch mit geänderten Schiebewegen. Generator: KommWagen durch Pickzone - Schiebeweg zur Pickposition: 10m gesamt --> aufgeteilt auf 2x 5m - Anzahl Drehungen KommWagen: 0 - anteilig 8 Fahrzeuge  Leergewicht KommWagen: unbekannt (Annahme: ca. 50kg) Teilegewicht KommWagen: 8 *9,1kg (Bauteilgewicht Generator): +72,8 kg Vollgewicht KommWagen: Leergewicht + Teilegewicht KommWagen = 122,8kg (ca. 125kg)",1.0,8.0,4PZ58320,Kommissionierung Generator,3.0,1,Hinweg zur Pickposition,,,0.0,1.0,1.0,1,1.0,0.0
509,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320AD:8WK,8WK: 58320AD,GEN - KommWagen durch Pickzone 10m schieben,"VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: 2x Betätigen Bremse 2x lösen Zeiten anteilig für 8 Teile Wagen im Seq. Bereich schieben (2x5m)   geplanter B10 Prozess: grundsätzlich s.o. jedoch mit geänderten Schiebewegen. Generator: KommWagen durch Pickzone - Schiebeweg zur Pickposition: 10m gesamt --> aufgeteilt auf 2x 5m - Anzahl Drehungen KommWagen: 0 - anteilig 8 Fahrzeuge  Leergewicht KommWagen: unbekannt (Annahme: ca. 50kg) Teilegewicht KommWagen: 8 *9,1kg (Bauteilgewicht Generator): +72,8 kg Vollgewicht KommWagen: Leergewicht + Teilegewicht KommWagen = 122,8kg (ca. 125kg)",1.0,8.0,4PZ58320,Kommissionierung Generator,3.0,2,KommWagen 5m schieben (Gewicht Wagen < 150kg),3000PTTMU..5,PT,0.0203999999999999,5.0,1.0,1,5.0,0.102
510,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320AD:8WK,8WK: 58320AD,GEN - KommWagen durch Pickzone 10m schieben,"VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: 2x Betätigen Bremse 2x lösen Zeiten anteilig für 8 Teile Wagen im Seq. Bereich schieben (2x5m)   geplanter B10 Prozess: grundsätzlich s.o. jedoch mit geänderten Schiebewegen. Generator: KommWagen durch Pickzone - Schiebeweg zur Pickposition: 10m gesamt --> aufgeteilt auf 2x 5m - Anzahl Drehungen KommWagen: 0 - anteilig 8 Fahrzeuge  Leergewicht KommWagen: unbekannt (Annahme: ca. 50kg) Teilegewicht KommWagen: 8 *9,1kg (Bauteilgewicht Generator): +72,8 kg Vollgewicht KommWagen: Leergewicht + Teilegewicht KommWagen = 122,8kg (ca. 125kg)",1.0,8.0,4PZ58320,Kommissionierung Generator,3.0,3,Rückweg zur Zugmaschine,,,0.0,1.0,1.0,1,1.0,0.0
511,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320AD:8WK,8WK: 58320AD,GEN - KommWagen durch Pickzone 10m schieben,"VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: 2x Betätigen Bremse 2x lösen Zeiten anteilig für 8 Teile Wagen im Seq. Bereich schieben (2x5m)   geplanter B10 Prozess: grundsätzlich s.o. jedoch mit geänderten Schiebewegen. Generator: KommWagen durch Pickzone - Schiebeweg zur Pickposition: 10m gesamt --> aufgeteilt auf 2x 5m - Anzahl Drehungen KommWagen: 0 - anteilig 8 Fahrzeuge  Leergewicht KommWagen: unbekannt (Annahme: ca. 50kg) Teilegewicht KommWagen: 8 *9,1kg (Bauteilgewicht Generator): +72,8 kg Vollgewicht KommWagen: Leergewicht + Teilegewicht KommWagen = 122,8kg (ca. 125kg)",1.0,8.0,4PZ58320,Kommissionierung Generator,3.0,4,KommWagen 5m schieben (Gewicht Wagen > 150kg),M-NMD.2,M-NMD.2,0.032775,5.0,1.0,1,5.0,0.163875
512,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320AB:8WK,8WK: 58320AB,GEN - Pickliste an KommWagen befestigen,"VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: Bandlogistiker MOT1: Bauschein vom Drucker aufnehmen, als Blatt für 8 Fzg. an Sequenzwagen hängen. Am Sequenzwagen alte Liste abnehmen  geplanter B10 Prozess: grundsätzlich s.o., aber mit geänderten Laufwegen Generator: Pickliste an KommWagen befestigen - Pickliste vom Drucker abreißen - Pickliste an Klemmbrett (befestigt am KommWagen) platzieren - anteilig 8 Fahrzeuge",1.0,8.0,4PZ58320,Kommissionierung Generator,3.0,1,Entfernen alte Picklisten,,,0.0,1.0,1.0,1,1.0,0.0
513,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320AB:8WK,8WK: 58320AB,GEN - Pickliste an KommWagen befestigen,"VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: Bandlogistiker MOT1: Bauschein vom Drucker aufnehmen, als Blatt für 8 Fzg. an Sequenzwagen hängen. Am Sequenzwagen alte Liste abnehmen  geplanter B10 Prozess: grundsätzlich s.o., aber mit geänderten Laufwegen Generator: Pickliste an KommWagen befestigen - Pickliste vom Drucker abreißen - Pickliste an Klemmbrett (befestigt am KommWagen) platzieren - anteilig 8 Fahrzeuge",1.0,8.0,4PZ58320,Kommissionierung Generator,3.0,2,Klemmhalter öffnen (betätigen),LO-WMIT,LO-WMIT,0.015,1.0,1.0,1,1.0,0.015
514,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320AB:8WK,8WK: 58320AB,GEN - Pickliste an KommWagen befestigen,"VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: Bandlogistiker MOT1: Bauschein vom Drucker aufnehmen, als Blatt für 8 Fzg. an Sequenzwagen hängen. Am Sequenzwagen alte Liste abnehmen  geplanter B10 Prozess: grundsätzlich s.o., aber mit geänderten Laufwegen Generator: Pickliste an KommWagen befestigen - Pickliste vom Drucker abreißen - Pickliste an Klemmbrett (befestigt am KommWagen) platzieren - anteilig 8 Fahrzeuge",1.0,8.0,4PZ58320,Kommissionierung Generator,3.0,3,Pickliste aufnehmen und abwerfen,M-VARZ.2,M-VARZ.2,0.0209999999999999,1.0,1.0,1,1.0,0.0209999999999999
515,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320AB:8WK,8WK: 58320AB,GEN - Pickliste an KommWagen befestigen,"VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: Bandlogistiker MOT1: Bauschein vom Drucker aufnehmen, als Blatt für 8 Fzg. an Sequenzwagen hängen. Am Sequenzwagen alte Liste abnehmen  geplanter B10 Prozess: grundsätzlich s.o., aber mit geänderten Laufwegen Generator: Pickliste an KommWagen befestigen - Pickliste vom Drucker abreißen - Pickliste an Klemmbrett (befestigt am KommWagen) platzieren - anteilig 8 Fahrzeuge",1.0,8.0,4PZ58320,Kommissionierung Generator,3.0,4,Befestigen neue Pickliste,,,0.0,1.0,1.0,1,1.0,0.0
516,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320AB:8WK,8WK: 58320AB,GEN - Pickliste an KommWagen befestigen,"VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: Bandlogistiker MOT1: Bauschein vom Drucker aufnehmen, als Blatt für 8 Fzg. an Sequenzwagen hängen. Am Sequenzwagen alte Liste abnehmen  geplanter B10 Prozess: grundsätzlich s.o., aber mit geänderten Laufwegen Generator: Pickliste an KommWagen befestigen - Pickliste vom Drucker abreißen - Pickliste an Klemmbrett (befestigt am KommWagen) platzieren - anteilig 8 Fahrzeuge",1.0,8.0,4PZ58320,Kommissionierung Generator,3.0,5,Pickliste von Drucker abtrennen,3000AN2....5,AN2,0.072,1.0,1.0,1,1.0,0.072
517,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320AB:8WK,8WK: 58320AB,GEN - Pickliste an KommWagen befestigen,"VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: Bandlogistiker MOT1: Bauschein vom Drucker aufnehmen, als Blatt für 8 Fzg. an Sequenzwagen hängen. Am Sequenzwagen alte Liste abnehmen  geplanter B10 Prozess: grundsätzlich s.o., aber mit geänderten Laufwegen Generator: Pickliste an KommWagen befestigen - Pickliste vom Drucker abreißen - Pickliste an Klemmbrett (befestigt am KommWagen) platzieren - anteilig 8 Fahrzeuge",1.0,8.0,4PZ58320,Kommissionierung Generator,3.0,6,Belege abtrennen (vereinzeln),M-NMD.2,M-NMD.2,0.0426,1.0,1.0,1,1.0,0.0426
518,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320AB:8WK,8WK: 58320AB,GEN - Pickliste an KommWagen befestigen,"VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: Bandlogistiker MOT1: Bauschein vom Drucker aufnehmen, als Blatt für 8 Fzg. an Sequenzwagen hängen. Am Sequenzwagen alte Liste abnehmen  geplanter B10 Prozess: grundsätzlich s.o., aber mit geänderten Laufwegen Generator: Pickliste an KommWagen befestigen - Pickliste vom Drucker abreißen - Pickliste an Klemmbrett (befestigt am KommWagen) platzieren - anteilig 8 Fahrzeuge",1.0,8.0,4PZ58320,Kommissionierung Generator,3.0,7,Pickliste aufnehmen und an Klemmhalter platzieren,M-SMI.1,M-SMI.1,0.0209999999999999,1.0,1.0,1,1.0,0.0209999999999999
519,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320AB:8WK,8WK: 58320AB,GEN - Pickliste an KommWagen befestigen,"VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: Bandlogistiker MOT1: Bauschein vom Drucker aufnehmen, als Blatt für 8 Fzg. an Sequenzwagen hängen. Am Sequenzwagen alte Liste abnehmen  geplanter B10 Prozess: grundsätzlich s.o., aber mit geänderten Laufwegen Generator: Pickliste an KommWagen befestigen - Pickliste vom Drucker abreißen - Pickliste an Klemmbrett (befestigt am KommWagen) platzieren - anteilig 8 Fahrzeuge",1.0,8.0,4PZ58320,Kommissionierung Generator,3.0,8,Klemmhalter betätigen,M-AEZULS.1,M-AEZULS.1,0.015,1.0,1.0,1,1.0,0.015
520,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320AB:8WK,8WK: 58320AB,GEN - Pickliste an KommWagen befestigen,"VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: Bandlogistiker MOT1: Bauschein vom Drucker aufnehmen, als Blatt für 8 Fzg. an Sequenzwagen hängen. Am Sequenzwagen alte Liste abnehmen  geplanter B10 Prozess: grundsätzlich s.o., aber mit geänderten Laufwegen Generator: Pickliste an KommWagen befestigen - Pickliste vom Drucker abreißen - Pickliste an Klemmbrett (befestigt am KommWagen) platzieren - anteilig 8 Fahrzeuge",1.0,8.0,4PZ58320,Kommissionierung Generator,3.0,9,Pickliste in Klemmhalter platzieren,M-MAC,M-MAC,0.012,1.0,1.0,1,1.0,0.012
521,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320AA:8WK,8WK: 58320AA,GEN - zum AP/Drucker Kommissionierung Generator 4m gehen,VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: 2x4m zum Drucker (h/r) alle 8 Fzg. 2x2m zum GLT (h/r) 8 Bauteile/Sequenzgestell 059 903 017* Generator  geplanter B10 Prozess: grundsätzlich s.o. zum Arbeitsplatz Generator über 4m zum KommWagen gehen über 4m anteilig 8 Fahrzeuge Startpunkt: ... //erstmal in sich geschlossen aufgenommen//,1.0,8.0,4PZ58320,Kommissionierung Generator,3.0,1,Gehen zum AP Generator 4m,M-SMK.2,M-SMK.2,0.015,4.0,1.0,1,4.0,0.06
522,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320AA:8WK,8WK: 58320AA,GEN - zum AP/Drucker Kommissionierung Generator 4m gehen,VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: 2x4m zum Drucker (h/r) alle 8 Fzg. 2x2m zum GLT (h/r) 8 Bauteile/Sequenzgestell 059 903 017* Generator  geplanter B10 Prozess: grundsätzlich s.o. zum Arbeitsplatz Generator über 4m zum KommWagen gehen über 4m anteilig 8 Fahrzeuge Startpunkt: ... //erstmal in sich geschlossen aufgenommen//,1.0,8.0,4PZ58320,Kommissionierung Generator,3.0,2,Gehen zum KommWagen,M-NMG.2,M-NMG.2,0.015,4.0,1.0,1,4.0,0.06
523,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320BB:8WK,8WK: 58320BB,GEN - Generator mit HG picken,"VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: Entnahme: - Handlingsgerät aufnehmen und über RSG Generator platzieren und nach unten drücken, platzieren und einschieben bis   Verriegelung auslöst. - Prozesszeit: RSG verriegeln - RSG aus Gefache herausheben Bestückung: - RSG Generator mit Handlingsgerät aufnehmen. - RSG umsetzen in Sequenzwagen. - Entriegelung betätigen. - HG aus RSG entfernen. - HG in Parkposition.  geplanter B10 Prozess: s.o. HG aufnehmen und in Parkposition ablegen in anderer AVO.",1.0,1.0,4PZ58320,Kommissionierung Generator,3.0,1,Pickprozess mit Handlingsgerät - Entnahme -,,,0.0,1.0,1.0,1,1.0,0.0
524,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320BB:8WK,8WK: 58320BB,GEN - Generator mit HG picken,"VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: Entnahme: - Handlingsgerät aufnehmen und über RSG Generator platzieren und nach unten drücken, platzieren und einschieben bis   Verriegelung auslöst. - Prozesszeit: RSG verriegeln - RSG aus Gefache herausheben Bestückung: - RSG Generator mit Handlingsgerät aufnehmen. - RSG umsetzen in Sequenzwagen. - Entriegelung betätigen. - HG aus RSG entfernen. - HG in Parkposition.  geplanter B10 Prozess: s.o. HG aufnehmen und in Parkposition ablegen in anderer AVO.",1.0,1.0,4PZ58320,Kommissionierung Generator,3.0,2,zum Behälter gehen (2m),M-GPB.2,M-GPB.2,0.015,2.0,1.0,1,2.0,0.03
525,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320BB:8WK,8WK: 58320BB,GEN - Generator mit HG picken,"VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: Entnahme: - Handlingsgerät aufnehmen und über RSG Generator platzieren und nach unten drücken, platzieren und einschieben bis   Verriegelung auslöst. - Prozesszeit: RSG verriegeln - RSG aus Gefache herausheben Bestückung: - RSG Generator mit Handlingsgerät aufnehmen. - RSG umsetzen in Sequenzwagen. - Entriegelung betätigen. - HG aus RSG entfernen. - HG in Parkposition.  geplanter B10 Prozess: s.o. HG aufnehmen und in Parkposition ablegen in anderer AVO.",1.0,1.0,4PZ58320,Kommissionierung Generator,3.0,3,Greifer über Generator platzieren,M-SMB.1,M-SMB.1,0.0209999999999999,1.0,1.0,1,1.0,0.0209999999999999
526,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320BB:8WK,8WK: 58320BB,GEN - Generator mit HG picken,"VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: Entnahme: - Handlingsgerät aufnehmen und über RSG Generator platzieren und nach unten drücken, platzieren und einschieben bis   Verriegelung auslöst. - Prozesszeit: RSG verriegeln - RSG aus Gefache herausheben Bestückung: - RSG Generator mit Handlingsgerät aufnehmen. - RSG umsetzen in Sequenzwagen. - Entriegelung betätigen. - HG aus RSG entfernen. - HG in Parkposition.  geplanter B10 Prozess: s.o. HG aufnehmen und in Parkposition ablegen in anderer AVO.",1.0,1.0,4PZ58320,Kommissionierung Generator,3.0,4,Greifer in Generator platzieren,M-SHOHE.3,M-SHOHE.3,0.027,1.0,1.0,1,1.0,0.027
527,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320BB:8WK,8WK: 58320BB,GEN - Generator mit HG picken,"VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: Entnahme: - Handlingsgerät aufnehmen und über RSG Generator platzieren und nach unten drücken, platzieren und einschieben bis   Verriegelung auslöst. - Prozesszeit: RSG verriegeln - RSG aus Gefache herausheben Bestückung: - RSG Generator mit Handlingsgerät aufnehmen. - RSG umsetzen in Sequenzwagen. - Entriegelung betätigen. - HG aus RSG entfernen. - HG in Parkposition.  geplanter B10 Prozess: s.o. HG aufnehmen und in Parkposition ablegen in anderer AVO.",1.0,1.0,4PZ58320,Kommissionierung Generator,3.0,5,Greifer in Generator eindrücken,LO-SQD,LO-SQD,0.018,1.0,1.0,1,1.0,0.018
528,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320BB:8WK,8WK: 58320BB,GEN - Generator mit HG picken,"VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: Entnahme: - Handlingsgerät aufnehmen und über RSG Generator platzieren und nach unten drücken, platzieren und einschieben bis   Verriegelung auslöst. - Prozesszeit: RSG verriegeln - RSG aus Gefache herausheben Bestückung: - RSG Generator mit Handlingsgerät aufnehmen. - RSG umsetzen in Sequenzwagen. - Entriegelung betätigen. - HG aus RSG entfernen. - HG in Parkposition.  geplanter B10 Prozess: s.o. HG aufnehmen und in Parkposition ablegen in anderer AVO.",1.0,1.0,4PZ58320,Kommissionierung Generator,3.0,6,"Taste ""Greifer verriegeln"" betätigen",LO-WM,LO-WM,0.006,1.0,1.0,1,1.0,0.006
529,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320BB:8WK,8WK: 58320BB,GEN - Generator mit HG picken,"VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: Entnahme: - Handlingsgerät aufnehmen und über RSG Generator platzieren und nach unten drücken, platzieren und einschieben bis   Verriegelung auslöst. - Prozesszeit: RSG verriegeln - RSG aus Gefache herausheben Bestückung: - RSG Generator mit Handlingsgerät aufnehmen. - RSG umsetzen in Sequenzwagen. - Entriegelung betätigen. - HG aus RSG entfernen. - HG in Parkposition.  geplanter B10 Prozess: s.o. HG aufnehmen und in Parkposition ablegen in anderer AVO.",1.0,1.0,4PZ58320,Kommissionierung Generator,3.0,7,Prozesszeit: Greifer verriegelt,M-VTU.3,M-VTU.3,0.016666668,1.0,1.0,1,1.0,0.016666668
530,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320BB:8WK,8WK: 58320BB,GEN - Generator mit HG picken,"VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: Entnahme: - Handlingsgerät aufnehmen und über RSG Generator platzieren und nach unten drücken, platzieren und einschieben bis   Verriegelung auslöst. - Prozesszeit: RSG verriegeln - RSG aus Gefache herausheben Bestückung: - RSG Generator mit Handlingsgerät aufnehmen. - RSG umsetzen in Sequenzwagen. - Entriegelung betätigen. - HG aus RSG entfernen. - HG in Parkposition.  geplanter B10 Prozess: s.o. HG aufnehmen und in Parkposition ablegen in anderer AVO.",1.0,1.0,4PZ58320,Kommissionierung Generator,3.0,8,Greifer mit Generator nach oben führen,M-SMP,M-SMP,0.039,1.0,1.0,1,1.0,0.039
531,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/P/P02/5463AU/4PZ58320/58320BB:8WK,8WK: 58320BB,GEN - Generator mit HG picken,"VD-Wert Kommissionierung Generatoren: 58320 (neu seit Okotber 2023)  aktueller C8 Prozess: Entnahme: - Handlingsgerät aufnehmen und über RSG Generator platzieren und nach unten drücken, platzieren und einschieben bis   Verriegelung auslöst. - Prozesszeit: RSG verriegeln - RSG aus Gefache herausheben Bestückung: - RSG Generator mit Handlingsgerät aufnehmen. - RSG umsetzen in Sequenzwagen. - Entriegelung betätigen. - HG aus RSG entfernen. - HG in Parkposition.  geplanter B10 Prozess: s.o. HG aufnehmen und in Parkposition ablegen in anderer AVO.",1.0,1.0,4PZ58320,Kommissionierung Generator,3.0,9,Pickprozess mit Handlingsgerät - Bestückung -,,,0.0,1.0,1.0,1,1.0,0.0
